,text,polarity
221,"لمحبي الاثار المسيحية 
اديرة وادي النطرون من اهم المعالم المسيحية الموجودة بمصر  تضم 4 اديرة اثرية هم : دير الانبا بيشوي و دير السريان و هما مجاورين لبعضهما ثم دير البرموس و يبعد عنهما حوالي 12 كم ثم دير الانبا مقار وهو علي بعد حوالي 20 كم من مدخل وادي النطرون الرئيسي تعود الاديرة كلها الي القرن الرابع الميلادي و ويوجد بعض الانشاءات الحديثة داخل الاديرة اضافة الي المزارع المحدودة و تعتبر اديرة وادي النطرون اهم الاديرة القبطية الموجودة بمصر و اكثرها شهرة بمصر و ذلك لوجود عدد كبير من المزارات و الكنائس بداخلها مثل: مغارة البابا كيرلس السادس و هي علي بعد حوالي 2 كم من دير البرموس الكنيسة الاثرية بدير البراموس و تحوي رفات القديس موسي الاسود و الانبا ايسذوذورس معلمة و الكثير من رفات القديسين دير الانبا مقار يضم رفات القيس يوحنا المعمدان و اليشع النبي بالاضافة الي رفات الثلاث مقارات القديسين و توجد كنيسة ال 49 شهيد شيوخ برية شيهيت و هي اثرية ايضا و تضم رفات ال 49 شهيد. و يضم دير الانبا بيشوي مزالر القديس الانبا بيشوي و مزار قداسة البابا شنودة الثالث  و يضم دير السريان رفات القديس يحنس كاما و مار افرام السرياني بالاضافة الي رفات العديد من القديسين و الايقونات الاثرية
",1.0
222,"اكثر من ممتازة 
لقد قمت بزيارة حديقة الازهر وهي زيارة لمدة يوم واحد وانصح من يذهب الي الحديقة ان يكون معه كاميرا لتسجيل الزياره فهي ممتعه حقا ويمكن للزائر ان ينظر من خلال منظار مقرب الي حي الحسين التاريخي الجميل من اعلي الحديقة كما تري الخضره والنباتات الجميلة كما ان مساحة الحديقة واسعه ويمكن للزائر ان يتحرك بسهوله وحرية وبها ملاهي للاطفال الصغار مما يضيف عليها ميزه جديدة
",1.0
223,"مكان تحفه بجد انا روحتوا و بجد محدش يفوته 
مكان اثري رائع يدمج بين الاثار والطبيعه حيث البحيره الصغيره التي تمتلي بالمياه في الشتاء و تجف في الصيف فهي غايه في الجمال و ايضا هناك كميه كبيره من النخيل لان دهشور ايضا تشتهر بالنخيل ايضا رايت هناك مراسم للفانين التشكلين و بالفعل دخلت الي مرسم في غايه من الجما ل فالفنان يخرج كل مابداخله لان الموقع شجعه علي اخراج ما باخله
",1.0
224,"اتساع الفنون في العصر الاسلامي القديم 
انها احدى دلائل اتساع الفنون في العصر لاسلامي القديم مثل فن الاربسك والحرف اليدوية وفن النحت مابين روعة الاداء ودقة التنفيذ وجمال الرؤية
",1.0
225,"ممتع 
..الفسيفساء التي توجد بداخل المساجد من اجمل الاعمال الفنية التي رأيتها في حياتي.. المنطقة تعج بالمباني التاريخية والأماكن التي تستحق الزيارة
",1.0
226,"شعور بالراحة النفسية 
شعور بالراحة النفسية لتواجدي في هذة الاماكن ، ابسامة الناس و طيبتهم ، قضاء وقت طويل بدون ملل
",1.0
227,"كنيسة رائعه 
كنيسة رائة من حيث الانشاءات وحالة المكان وشكله المعماري ويوجد بها غرفة اسفل الكنيسة بها ادوات تعذيل تاريخية ولو تصادف زيارة الكنيسة وقت الصلاه ستسمع الحان وتراتيل جميله جدا مع اضاءة الشموع حاله جميلة تستحق الزيارة ويوجد بجوارها مجموعة كبيرة من الكنائس وحصن بابليون والمعبد اليهودى وجامع عمرو بن العاص الحقيقة المنطقة كلها تستحق الزيارة حقا انها مجمع الاديان
",1.0
228,"غير جاذب 
ان هذه الكنيسة ليس بها مزارات كثيرة تجذب السائح ملحوظة لن استطيع كتابة 50 كلمة لكل مكان و لا تنسوا ان بجوارها المعلقة و هى مليئة بالمزارات الكثيرة
لا تجعلونى اغلق الصفحة فان تعليق صغير كافى
",-1.0
229,"الجوهره المكنونه 
اهرامات سقارة اهرامات تدل على عظمة المصرى القديم الذى بنى الاهرامات العظيمة تدل على عظمة تاريخ قديم وفن معمارى عال ولكن تحتاج الى مزيد من الاهتمام والترميم والعرض والاهمتمام بالمنطقة المحيطة لتليق بعظمة الحضارة القديمة
",1.0
230,"عبق التاريخ 
اهرامات سقارة اهرامات تدل على عظمة المصرى القديم الذى بنى الاهرامات العظيمة تدل على عظمة تاريخ قديم وفن معمارى عال ولكن تحتاج الى مزيد من الاهتمام والترميم والعرض والاهمتمام بالمنطقة المحيطة لتليق بعظمة الحضارة القديمة
",1.0
231,"ممتاز 
كانت زيارة ممتازة مع منظر النخيل واماكن الزراعات وركوب الخيل والجمال ودخول المتحف والاستمتاع بمشاهدة صناعة السجاد وشراء السجاد المصنوع يدويا
",1.0
232,"مكان موثر فعلا"" 
الاشياء التي اعجبتنى هى الاهرمات بالفعل اما الاشياء التي لم تعجبنى الناس الذين يقوم بعرض ركوب الخيل فهم اناس مملين جدا""
",1.0
233,"مصرالقديمة 
اهملت الدولة مصر القديمة رغم اثريتها واهميتها بالنسبة للسائحين ورغم محاولات الدولة لاعادتها الى رونقها القديم الاان الاهمال مازال يطل برأسه فى هذه المنطقة الاثرية وخاصة سور مجرى العيون
",1.0
234,"الأهرامات المصرية 
التاريخ المصري قديم كقدم هذه الأهرامات الواقعة في منطقة الجيزة بالقاهرة فقد تم إنشاء الثلاثة أهرامات الشهيرة وهي ، خوفو ، خفرع ، منقورع .. وعمرها اكثر من ٥٠٠٠ عام ، وتقف شامخة طوال تلك السنين .. ومن يزور مصر فلا بد أن يلقي النظر على هذه الأثار العظيمة التي تقف شاهدا على عمق الحضارة المصرية .
",1.0
235,"رحلة سعيدة 
لن تنسى الرحلة لمشاهدة التاريخ مكان جميل وشيق ومثير
",1.0
